f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,label
463,24,7,4,2,0,0,0,0,0,471,19,6,1,1,0,2,0,0,0,479,18,3,0,0,0,0,0,0,0,1
432,56,8,4,0,0,0,0,0,0,454,32,7,2,1,4,0,0,0,0,454,32,8,6,0,0,0,0,0,0,1
472,24,2,0,1,0,0,1,0,0,463,29,8,0,0,0,0,0,0,0,461,36,2,1,0,0,0,0,0,0,1
467,30,3,0,0,0,0,0,0,0,481,14,3,1,1,0,0,0,0,0,472,24,2,2,0,0,0,0,0,0,1
481,13,5,1,0,0,0,0,0,0,494,5,1,0,0,0,0,0,0,0,484,15,1,0,0,0,0,0,0,0,1
463,35,2,0,0,0,0,0,0,0,476,18,3,2,1,0,0,0,0,0,468,28,2,2,0,0,0,0,0,0,1
470,25,2,1,1,1,0,0,0,0,483,14,3,0,0,0,0,0,0,0,474,23,2,1,0,0,0,0,0,0,1
468,28,3,1,0,0,0,0,0,0,477,17,4,2,0,0,0,0,0,0,472,24,3,1,0,0,0,0,0,0,1
467,22,5,3,0,0,2,0,1,0,480,16,3,0,0,0,1,0,0,0,456,41,3,0,0,0,0,0,0,0,1
458,39,3,0,0,0,0,0,0,0,468,23,5,2,2,0,0,0,0,0,460,35,5,0,0,0,0,0,0,0,1
453,35,6,2,2,1,0,1,0,0,468,23,3,2,2,2,0,0,0,0,440,57,2,0,0,0,1,0,0,0,1
458,37,3,2,0,0,0,0,0,0,468,24,6,2,0,0,0,0,0,0,461,34,5,0,0,0,0,0,0,0,1
455,30,11,2,1,0,1,0,0,0,475,21,4,0,0,0,0,0,0,0,437,58,4,1,0,0,0,0,0,0,1
459,37,4,0,0,0,0,0,0,0,468,24,5,1,1,0,0,0,1,0,473,22,3,1,0,1,0,0,0,0,1
443,38,14,2,0,1,1,0,1,0,459,27,10,2,0,0,1,0,0,0,426,64,8,1,0,0,0,1,0,0,1
466,30,2,2,0,0,0,0,0,0,472,23,4,1,0,0,0,0,0,0,464,28,7,1,0,0,0,0,0,0,1
449,38,10,1,0,1,1,0,0,0,469,21,6,3,0,0,1,0,0,0,449,47,3,0,1,0,0,0,0,0,1
452,43,5,0,0,0,0,0,0,0,470,21,5,1,2,1,0,0,0,0,453,40,3,4,0,0,0,0,0,0,1
437,47,7,5,1,2,0,0,1,0,457,30,8,2,3,0,0,0,0,0,455,41,3,1,0,0,0,0,0,0,1
467,32,0,1,0,0,0,0,0,0,471,18,8,1,1,1,0,0,0,0,464,33,1,2,0,0,0,0,0,0,1
460,33,4,1,1,0,0,0,1,0,480,15,3,0,1,0,0,1,0,0,443,51,3,0,1,2,0,0,0,0,1
457,40,3,0,0,0,0,0,0,0,457,30,10,3,0,0,0,0,0,0,432,60,6,2,0,0,0,0,0,0,1
437,55,7,0,0,0,0,0,0,0,450,33,10,4,3,0,0,0,0,0,462,31,5,2,0,0,0,0,0,0,1
474,24,0,1,1,0,0,0,0,0,489,10,1,0,0,0,0,0,0,0,482,17,1,0,0,0,0,0,0,0,1
464,25,8,2,0,1,0,0,0,0,478,19,2,0,0,0,0,1,0,0,465,30,4,1,0,0,0,0,0,0,1
458,35,6,1,0,0,0,0,0,0,467,23,6,0,1,1,1,0,1,0,465,28,5,1,1,0,0,0,0,0,1
446,39,11,2,2,0,0,0,0,0,461,32,4,3,0,0,0,0,0,0,417,69,12,1,1,0,0,0,0,0,1
462,36,2,0,0,0,0,0,0,0,464,26,9,0,0,0,1,0,0,0,433,62,5,0,0,0,0,0,0,0,1
476,16,3,4,1,0,0,0,0,0,482,13,5,0,0,0,0,0,0,0,439,55,6,0,0,0,0,0,0,0,1
462,31,4,0,3,0,0,0,0,0,471,22,4,0,2,1,0,0,0,0,456,35,5,0,3,1,0,0,0,0,1
419,60,15,1,4,0,0,0,0,1,449,39,7,2,1,1,1,0,0,0,455,38,5,0,2,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,475,25,0,0,0,0,0,0,0,0,1
459,33,2,5,1,0,0,0,0,0,461,28,8,3,0,0,0,0,0,0,426,57,12,4,0,1,0,0,0,0,1
492,8,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,472,28,0,0,0,0,0,0,0,0,1
471,20,5,3,0,0,1,0,0,0,474,17,8,1,0,0,0,0,0,0,431,60,9,0,0,0,0,0,0,0,1
494,6,0,0,0,0,0,0,0,0,497,2,1,0,0,0,0,0,0,0,469,30,1,0,0,0,0,0,0,0,1
455,38,5,0,1,0,0,0,0,1,446,42,9,2,0,0,0,0,0,0,425,55,18,2,0,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,491,9,0,0,0,0,0,0,0,0,1
463,30,4,0,2,1,0,0,0,0,452,39,8,0,1,0,0,0,0,0,436,53,6,5,0,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,487,12,1,0,0,0,0,0,0,0,1
464,29,4,2,0,0,0,1,0,0,448,44,6,2,0,0,0,0,0,0,425,55,15,3,1,1,0,0,0,0,1
492,8,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,468,31,1,0,0,0,0,0,0,0,1
465,31,0,3,0,1,0,0,0,0,459,33,8,0,0,0,0,0,0,0,440,45,13,2,0,0,0,0,0,0,1
492,8,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,483,16,1,0,0,0,0,0,0,0,1
467,25,6,1,0,0,1,0,0,0,477,18,3,2,0,0,0,0,0,0,448,45,5,2,0,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,481,17,2,0,0,0,0,0,0,0,1
465,30,2,1,1,1,0,0,0,0,473,21,3,1,0,2,0,0,0,0,441,45,11,1,1,1,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,483,17,0,0,0,0,0,0,0,0,1
469,29,1,1,0,0,0,0,0,0,470,25,4,0,1,0,0,0,0,0,444,47,9,0,0,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,467,32,1,0,0,0,0,0,0,0,1
467,27,3,2,0,1,0,0,0,0,479,17,1,2,1,0,0,0,0,0,460,36,3,1,0,0,0,0,0,0,1
492,8,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,487,13,0,0,0,0,0,0,0,0,1
457,33,7,0,2,0,1,0,0,0,471,24,4,0,0,0,1,0,0,0,448,44,6,0,2,0,0,0,0,0,1
492,8,0,0,0,0,0,0,0,0,497,2,1,0,0,0,0,0,0,0,457,42,1,0,0,0,0,0,0,0,1
464,31,2,3,0,0,0,0,0,0,471,26,2,1,0,0,0,0,0,0,456,39,5,0,0,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,462,35,3,0,0,0,0,0,0,0,1
456,37,6,1,0,0,0,0,0,0,470,26,3,1,0,0,0,0,0,0,434,58,3,5,0,0,0,0,0,0,1
492,8,0,0,0,0,0,0,0,0,497,2,1,0,0,0,0,0,0,0,485,15,0,0,0,0,0,0,0,0,1
474,21,5,0,0,0,0,0,0,0,475,24,1,0,0,0,0,0,0,0,447,45,5,3,0,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,478,22,0,0,0,0,0,0,0,0,1
466,25,5,3,1,0,0,0,0,0,476,16,6,2,0,0,0,0,0,0,444,45,8,2,0,1,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,480,20,0,0,0,0,0,0,0,0,1
461,31,5,3,0,0,0,0,0,0,468,22,7,2,1,0,0,0,0,0,458,34,7,0,0,0,0,1,0,0,1
493,7,0,0,0,0,0,0,0,0,497,1,2,0,0,0,0,0,0,0,474,24,2,0,0,0,0,0,0,0,1
452,43,4,1,0,0,0,0,0,0,463,30,4,2,0,0,1,0,0,0,443,41,12,3,0,1,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,445,54,1,0,0,0,0,0,0,0,1
446,42,5,4,1,1,1,0,0,0,454,30,11,2,1,1,0,1,0,0,401,83,15,1,0,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,455,40,5,0,0,0,0,0,0,0,1
457,31,7,0,1,3,1,0,0,0,470,22,4,2,2,0,0,0,0,0,448,43,6,2,0,0,0,1,0,0,1
493,7,0,0,0,0,0,0,0,0,498,1,1,0,0,0,0,0,0,0,400,93,7,0,0,0,0,0,0,0,1
458,36,2,0,1,1,1,1,0,0,468,25,6,0,0,1,0,0,0,0,428,59,10,2,0,1,0,0,0,0,1
494,6,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,476,24,0,0,0,0,0,0,0,0,1
439,46,10,2,1,2,0,0,0,0,458,27,8,4,1,2,0,0,0,0,430,54,8,5,0,2,0,0,0,0,1
494,6,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,466,34,0,0,0,0,0,0,0,0,1
456,35,5,3,0,0,0,0,1,0,479,16,3,2,0,0,0,0,0,0,441,54,2,3,0,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,498,1,1,0,0,0,0,0,0,0,460,40,0,0,0,0,0,0,0,0,1
437,54,4,3,0,1,0,1,0,0,450,34,11,4,0,1,0,0,0,0,410,75,12,2,1,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,498,1,1,0,0,0,0,0,0,0,408,79,10,3,0,0,0,0,0,0,1
433,52,11,3,1,0,0,0,0,0,459,29,10,0,1,1,0,0,0,0,433,54,9,3,1,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,479,21,0,0,0,0,0,0,0,0,1
449,45,2,1,0,2,0,1,0,0,463,29,6,0,0,0,0,2,0,0,428,53,12,5,0,1,1,0,0,0,1
493,7,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,383,99,17,1,0,0,0,0,0,0,1
461,32,2,3,0,1,0,0,0,0,472,25,2,1,0,0,0,0,0,0,392,87,17,4,0,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,406,84,10,0,0,0,0,0,0,0,1
450,41,5,1,2,0,1,0,0,0,466,28,5,1,0,0,0,0,0,0,423,72,1,2,2,0,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,455,43,2,0,0,0,0,0,0,0,1
462,31,3,1,0,2,1,0,0,0,446,38,9,3,4,0,0,0,0,0,372,100,17,10,1,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
496,4,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,499,0,0,1,0,0,0,0,0,0,1
491,9,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
410,6,3,12,8,25,23,12,0,0,440,23,10,9,6,3,0,3,4,1,467,10,8,6,2,1,4,0,0,1,1
490,10,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
482,12,5,1,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
414,77,4,1,3,1,0,0,0,0,500,0,0,0,0,0,0,0,0,0,495,4,1,0,0,0,0,0,0,0,1
477,23,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
408,63,21,5,0,1,0,1,1,0,498,1,0,0,0,1,0,0,0,0,493,5,2,0,0,0,0,0,0,0,1
481,18,1,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,1
416,69,7,4,3,1,0,0,0,0,499,1,0,0,0,0,0,0,0,0,493,7,0,0,0,0,0,0,0,0,1
481,19,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
432,59,6,2,0,0,1,0,0,0,500,0,0,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,1
445,52,2,0,1,0,0,0,0,0,499,0,0,1,0,0,0,0,0,0,488,11,0,0,0,0,1,0,0,0,1
436,59,3,1,0,0,1,0,0,0,500,0,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,1
466,34,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
359,129,8,3,0,1,0,0,0,0,498,2,0,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,1
430,65,4,1,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,491,9,0,0,0,0,0,0,0,0,1
434,57,6,1,2,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,1
479,21,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
399,93,5,0,3,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,1
447,50,1,2,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,492,8,0,0,0,0,0,0,0,0,1
421,67,10,1,0,1,0,0,0,0,500,0,0,0,0,0,0,0,0,0,497,2,1,0,0,0,0,0,0,0,1
481,19,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
429,57,10,1,1,2,0,0,0,0,498,2,0,0,0,0,0,0,0,0,492,7,1,0,0,0,0,0,0,0,1
458,42,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,1
378,111,9,1,1,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,488,11,1,0,0,0,0,0,0,0,1
459,40,1,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
399,93,6,1,1,0,0,0,0,0,499,0,1,0,0,0,0,0,0,0,493,6,1,0,0,0,0,0,0,0,1
485,15,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,1
443,50,4,2,1,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,1
463,37,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
387,104,6,2,0,1,0,0,0,0,499,1,0,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,1
476,21,3,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,491,8,1,0,0,0,0,0,0,0,1
434,50,13,2,1,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
468,32,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
426,68,4,2,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,491,9,0,0,0,0,0,0,0,0,1
332,166,2,0,0,0,0,0,0,0,499,0,1,0,0,0,0,0,0,0,468,30,1,0,1,0,0,0,0,0,1
388,102,6,3,0,1,0,0,0,0,500,0,0,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,1
471,29,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
406,74,11,4,1,4,0,0,0,0,500,0,0,0,0,0,0,0,0,0,496,0,2,0,0,2,0,0,0,0,1
466,31,2,1,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,1
397,93,7,1,1,0,0,0,1,0,499,0,1,0,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,1
449,50,1,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
420,68,9,2,1,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,1
493,5,1,1,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,1
357,127,12,3,0,0,0,0,1,0,498,2,0,0,0,0,0,0,0,0,493,6,0,1,0,0,0,0,0,0,1
475,24,1,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
347,130,19,1,2,1,0,0,0,0,499,0,1,0,0,0,0,0,0,0,497,1,2,0,0,0,0,0,0,0,1
476,24,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,491,9,0,0,0,0,0,0,0,0,1
376,112,8,2,0,1,1,0,0,0,500,0,0,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,1
497,3,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
449,47,2,1,1,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,1
496,4,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
456,27,16,1,0,0,0,0,0,0,476,12,4,5,1,1,0,0,0,0,497,1,0,1,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
497,3,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
465,35,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
486,12,2,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
470,29,1,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
496,3,1,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
457,41,1,1,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
489,8,1,2,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
469,29,1,1,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
470,28,2,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
463,36,0,1,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
492,7,1,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
455,41,2,1,0,0,1,0,0,0,493,7,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
459,40,1,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
476,22,0,1,1,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
484,13,1,1,1,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
460,39,1,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
497,3,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
479,21,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
448,52,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
469,30,1,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
471,29,0,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,1
491,6,2,1,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
441,57,2,0,0,0,0,0,0,0,494,6,0,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,1
484,13,2,0,0,1,0,0,0,0,496,3,0,0,0,1,0,0,0,0,498,2,0,0,0,0,0,0,0,0,1
473,27,0,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
497,1,0,0,0,0,1,1,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
474,24,0,2,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
463,33,2,2,0,0,0,0,0,0,497,3,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
460,39,0,1,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
472,26,1,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,1
470,27,1,0,1,1,0,0,0,0,498,2,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
456,42,2,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
496,1,1,1,0,0,0,1,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
447,53,0,0,0,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,1
459,40,1,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
471,28,1,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
472,28,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
479,18,3,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
463,34,3,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
479,21,0,0,0,0,0,0,0,0,498,2,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
460,40,0,0,0,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
477,21,0,1,0,0,1,0,0,0,400,43,34,14,6,3,0,0,0,0,433,48,10,6,2,0,0,0,1,0,1
491,9,0,0,0,0,0,0,0,0,475,12,12,0,1,0,0,0,0,0,484,12,4,0,0,0,0,0,0,0,1
486,12,0,0,2,0,0,0,0,0,460,18,12,6,2,0,2,0,0,0,473,19,6,1,0,1,0,0,0,0,1
493,7,0,0,0,0,0,0,0,0,491,5,1,2,0,0,0,0,1,0,495,5,0,0,0,0,0,0,0,0,1
493,4,0,1,1,1,0,0,0,0,455,27,13,4,1,0,0,0,0,0,447,36,13,4,0,0,0,0,0,0,1
487,13,0,0,0,0,0,0,0,0,446,15,18,9,9,0,3,0,0,0,468,15,11,1,3,1,1,0,0,0,1
490,8,1,0,0,0,0,0,0,1,480,13,3,2,2,0,0,0,0,0,454,25,8,5,3,1,2,2,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
496,2,0,0,0,0,1,1,0,0,490,9,0,0,1,0,0,0,0,0,474,16,5,3,2,0,0,0,0,0,1
496,4,0,0,0,0,0,0,0,0,487,5,6,0,1,0,1,0,0,0,499,1,0,0,0,0,0,0,0,0,1
495,3,1,0,1,0,0,0,0,0,485,11,2,0,0,1,0,0,1,0,485,10,3,1,1,0,0,0,0,0,1
497,2,1,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,499,0,1,0,0,0,0,0,0,0,1
485,13,1,0,1,0,0,0,0,0,472,17,4,2,1,1,3,0,0,0,474,19,4,2,0,0,1,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
498,0,0,1,1,0,0,0,0,0,496,4,0,0,0,0,0,0,0,0,499,1,0,0,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,464,14,16,5,1,0,0,0,0,0,483,13,3,1,0,0,0,0,0,0,1
497,1,0,0,0,1,1,0,0,0,468,19,10,2,0,0,1,0,0,0,486,13,1,0,0,0,0,0,0,0,1
482,9,5,4,0,0,0,0,0,0,485,6,5,3,1,0,0,0,0,0,477,11,8,2,1,1,0,0,0,0,1
496,2,0,1,0,0,0,0,1,0,473,21,4,0,2,0,0,0,0,0,484,10,4,2,0,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
489,8,1,0,0,1,0,0,1,0,447,33,14,4,2,0,0,0,0,0,472,25,1,1,1,0,0,0,0,0,1
500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1
441,57,0,0,0,2,0,0,0,0,403,40,26,14,11,4,1,1,0,0,421,38,20,8,7,1,4,1,0,0,1
499,1,0,0,0,0,0,0,0,0,475,9,6,6,2,2,0,0,0,0,486,11,2,1,0,0,0,0,0,0,1
480,18,1,1,0,0,0,0,0,0,428,32,18,6,5,3,2,1,3,1,447,37,13,2,1,0,0,0,0,0,1
