f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,label
212,58,20,11,2,1,1,0,0,212,58,20,11,2,1,212,58,20,11,1
171,59,19,16,9,6,2,2,0,171,59,19,16,9,6,171,59,19,16,1
245,55,18,6,0,1,1,0,0,245,55,18,6,0,1,245,55,18,6,1
164,48,30,16,19,4,9,3,0,164,48,30,16,19,4,164,48,30,16,1
193,37,9,5,3,0,1,0,0,193,37,9,5,3,0,193,37,9,5,1
169,72,30,27,13,7,9,3,3,169,72,30,27,13,7,169,72,30,27,1
89,8,3,0,0,0,0,0,0,89,8,3,0,0,0,89,8,3,0,1
124,60,18,15,7,8,0,1,0,124,60,18,15,7,8,124,60,18,15,1
195,37,8,2,1,1,0,0,0,195,37,8,2,1,1,195,37,8,2,1
145,46,27,14,8,10,1,5,1,145,46,27,14,8,10,145,46,27,14,1
278,65,21,4,4,1,1,0,0,278,65,21,4,4,1,278,65,21,4,1
106,16,6,1,4,1,0,0,0,106,16,6,1,4,1,106,16,6,1,1
78,34,16,12,9,4,4,3,0,78,34,16,12,9,4,78,34,16,12,1
25,10,7,1,3,2,1,0,0,25,10,7,1,3,2,25,10,7,1,1
85,30,19,13,2,5,1,2,2,85,30,19,13,2,5,85,30,19,13,1
52,12,7,5,1,1,0,0,0,52,12,7,5,1,1,52,12,7,5,1
137,36,11,15,6,5,3,1,1,137,36,11,15,6,5,137,36,11,15,1
101,16,11,5,4,4,1,0,0,101,16,11,5,4,4,101,16,11,5,1
77,24,14,16,7,3,2,3,0,77,24,14,16,7,3,77,24,14,16,1
48,15,12,5,2,2,2,0,0,48,15,12,5,2,2,48,15,12,5,1
74,35,14,14,3,5,2,3,2,74,35,14,14,3,5,74,35,14,14,1
83,17,7,6,3,1,3,1,0,83,17,7,6,3,1,83,17,7,6,1
34,11,6,3,5,0,1,2,1,34,11,6,3,5,0,34,11,6,3,1
70,26,8,5,3,1,2,0,1,70,26,8,5,3,1,70,26,8,5,1
76,21,17,5,5,2,3,0,0,76,21,17,5,5,2,76,21,17,5,1
50,10,12,6,1,2,3,1,0,50,10,12,6,1,2,50,10,12,6,1
87,19,6,4,7,2,3,1,1,87,19,6,4,7,2,87,19,6,4,1
53,12,6,3,2,3,0,0,0,53,12,6,3,2,3,53,12,6,3,1
89,34,12,11,8,3,3,2,0,89,34,12,11,8,3,89,34,12,11,1
40,9,4,8,5,1,3,0,1,40,9,4,8,5,1,40,9,4,8,1
114,40,31,14,8,6,4,5,4,114,40,31,14,8,6,114,40,31,14,1
51,17,8,3,3,3,1,1,0,51,17,8,3,3,3,51,17,8,3,1
63,17,11,3,7,5,1,3,0,63,17,11,3,7,5,63,17,11,3,1
46,16,4,6,1,2,0,0,0,46,16,4,6,1,2,46,16,4,6,1
199,46,26,13,7,4,0,1,0,199,46,26,13,7,4,199,46,26,13,1
65,19,7,6,1,0,1,0,0,65,19,7,6,1,0,65,19,7,6,1
163,26,20,6,6,4,0,1,0,163,26,20,6,6,4,163,26,20,6,1
95,18,13,2,4,1,2,1,0,95,18,13,2,4,1,95,18,13,2,1
214,46,26,14,13,4,1,0,1,214,46,26,14,13,4,214,46,26,14,1
95,25,15,4,2,2,1,0,0,95,25,15,4,2,2,95,25,15,4,1
80,26,23,12,8,6,4,2,2,80,26,23,12,8,6,80,26,23,12,1
58,17,12,3,5,2,0,0,1,58,17,12,3,5,2,58,17,12,3,1
107,31,19,10,5,5,3,2,3,107,31,19,10,5,5,107,31,19,10,1
58,15,8,6,2,0,1,2,0,58,15,8,6,2,0,58,15,8,6,1
208,70,22,11,4,2,0,1,0,208,70,22,11,4,2,208,70,22,11,1
188,51,25,9,4,0,1,1,0,188,51,25,9,4,0,188,51,25,9,1
112,27,20,13,14,4,2,0,0,112,27,20,13,14,4,112,27,20,13,1
34,15,3,4,1,2,0,0,0,34,15,3,4,1,2,34,15,3,4,1
120,28,15,14,5,4,1,1,0,120,28,15,14,5,4,120,28,15,14,1
37,12,9,4,4,1,1,0,0,37,12,9,4,4,1,37,12,9,4,1
189,51,12,9,1,2,0,0,0,189,51,12,9,1,2,189,51,12,9,1
93,20,4,8,3,0,0,0,0,93,20,4,8,3,0,93,20,4,8,1
87,25,17,12,7,5,3,3,2,87,25,17,12,7,5,87,25,17,12,1
48,13,4,6,0,1,1,0,1,48,13,4,6,0,1,48,13,4,6,1
165,38,20,10,10,5,7,5,4,165,38,20,10,10,5,165,38,20,10,1
29,14,7,4,1,1,0,0,1,29,14,7,4,1,1,29,14,7,4,1
183,54,20,11,9,7,8,3,2,183,54,20,11,9,7,183,54,20,11,1
83,20,3,7,2,2,4,1,0,83,20,3,7,2,2,83,20,3,7,1
197,58,23,24,16,12,7,3,2,197,58,23,24,16,12,197,58,23,24,1
157,45,13,11,5,2,0,0,1,157,45,13,11,5,2,157,45,13,11,1
135,27,17,11,11,5,3,0,4,135,27,17,11,11,5,135,27,17,11,1
101,14,5,4,2,1,0,0,0,101,14,5,4,2,1,101,14,5,4,1
95,30,22,7,9,5,5,4,1,95,30,22,7,9,5,95,30,22,7,1
30,15,10,2,2,2,2,1,0,30,15,10,2,2,2,30,15,10,2,1
96,22,22,13,12,6,0,4,4,96,22,22,13,12,6,96,22,22,13,1
42,14,5,1,2,0,1,1,0,42,14,5,1,2,0,42,14,5,1,1
94,27,16,17,7,6,3,4,2,94,27,16,17,7,6,94,27,16,17,1
1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1
46,18,12,10,9,2,4,2,0,46,18,12,10,9,2,46,18,12,10,1
112,62,23,11,12,3,4,3,3,112,62,23,11,12,3,112,62,23,11,1
52,25,16,14,5,4,3,1,0,52,25,16,14,5,4,52,25,16,14,1
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1
1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,1
14,5,7,4,3,3,4,1,0,14,5,7,4,3,3,14,5,7,4,1
68,41,30,16,18,10,6,1,1,68,41,30,16,18,10,68,41,30,16,1
1,1,0,3,0,0,0,0,0,1,1,0,3,0,0,1,1,0,3,1
3,2,0,0,1,1,0,1,0,3,2,0,0,1,1,3,2,0,0,1
9,2,4,1,3,1,1,0,0,9,2,4,1,3,1,9,2,4,1,1
149,92,51,41,22,20,21,9,3,149,92,51,41,22,20,149,92,51,41,1
16,8,11,7,4,10,6,7,1,16,8,11,7,4,10,16,8,11,7,1
49,18,13,7,6,3,2,1,1,49,18,13,7,6,3,49,18,13,7,1
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1
90,38,33,13,20,8,11,4,1,90,38,33,13,20,8,90,38,33,13,1
30,19,11,7,9,7,7,2,1,30,19,11,7,9,7,30,19,11,7,1
3,1,1,1,0,0,1,1,1,3,1,1,1,0,0,3,1,1,1,1
81,44,26,19,14,6,12,1,0,81,44,26,19,14,6,81,44,26,19,1
32,35,15,5,1,4,1,1,0,32,35,15,5,1,4,32,35,15,5,1
1,3,2,0,0,0,0,0,0,1,3,2,0,0,0,1,3,2,0,1
7,5,0,0,0,0,0,0,0,7,5,0,0,0,0,7,5,0,0,1
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
48,20,15,7,11,10,7,1,4,48,20,15,7,11,10,48,20,15,7,1
11,8,3,1,1,2,1,0,0,11,8,3,1,1,2,11,8,3,1,1
20,5,6,5,1,12,9,9,5,20,5,6,5,1,12,20,5,6,5,1
31,26,26,16,8,7,8,7,2,31,26,26,16,8,7,31,26,26,16,1
20,4,3,2,1,0,0,0,0,20,4,3,2,1,0,20,4,3,2,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
35,15,6,12,9,10,11,3,0,35,15,6,12,9,10,35,15,6,12,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
23,13,5,2,4,6,1,1,0,23,13,5,2,4,6,23,13,5,2,1
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
23,13,10,2,5,6,3,2,0,23,13,10,2,5,6,23,13,10,2,1
25,14,11,5,0,0,2,0,0,25,14,11,5,0,0,25,14,11,5,1
17,9,10,2,2,1,2,1,0,17,9,10,2,2,1,17,9,10,2,1
4,4,4,3,3,0,0,0,0,4,4,4,3,3,0,4,4,4,3,1
53,45,25,23,17,8,0,1,0,53,45,25,23,17,8,53,45,25,23,1
27,18,14,10,10,8,4,8,1,27,18,14,10,10,8,27,18,14,10,1
118,82,71,51,45,30,38,13,10,118,82,71,51,45,30,118,82,71,51,1
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
43,32,25,12,9,11,7,1,1,43,32,25,12,9,11,43,32,25,12,1
46,44,14,13,6,4,6,0,1,46,44,14,13,6,4,46,44,14,13,1
74,39,22,23,13,11,11,2,5,74,39,22,23,13,11,74,39,22,23,1
3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1
35,16,13,6,2,3,2,1,0,35,16,13,6,2,3,35,16,13,6,1
83,28,21,14,10,6,2,4,1,83,28,21,14,10,6,83,28,21,14,1
37,17,8,4,3,0,1,2,0,37,17,8,4,3,0,37,17,8,4,1
0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1
19,24,7,7,3,4,8,6,1,19,24,7,7,3,4,19,24,7,7,1
2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,1
88,71,52,33,31,29,16,1,0,88,71,52,33,31,29,88,71,52,33,1
3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,1
28,10,18,5,10,13,9,1,3,28,10,18,5,10,13,28,10,18,5,1
40,17,8,12,12,21,11,16,5,40,17,8,12,12,21,40,17,8,12,1
11,15,14,8,5,7,19,9,2,11,15,14,8,5,7,11,15,14,8,1
83,40,31,21,13,13,9,6,6,83,40,31,21,13,13,83,40,31,21,1
2,3,1,0,1,1,0,0,0,2,3,1,0,1,1,2,3,1,0,1
63,47,33,26,13,12,11,7,3,63,47,33,26,13,12,63,47,33,26,1
11,4,5,6,0,1,5,8,4,11,4,5,6,0,1,11,4,5,6,1
10,3,3,0,3,0,0,1,0,10,3,3,0,3,0,10,3,3,0,1
4,2,1,0,0,0,0,0,0,4,2,1,0,0,0,4,2,1,0,1
20,17,12,7,7,7,16,6,3,20,17,12,7,7,7,20,17,12,7,1
23,8,7,5,3,3,2,5,1,23,8,7,5,3,3,23,8,7,5,1
29,22,14,11,10,11,3,2,1,29,22,14,11,10,11,29,22,14,11,1
4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,1
28,13,7,3,1,2,2,2,0,28,13,7,3,1,2,28,13,7,3,1
2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,1
22,7,8,6,9,8,3,3,0,22,7,8,6,9,8,22,7,8,6,1
7,2,2,0,0,0,0,0,0,7,2,2,0,0,0,7,2,2,0,1
89,70,57,41,26,27,8,3,2,89,70,57,41,26,27,89,70,57,41,1
49,22,15,14,7,6,7,3,1,49,22,15,14,7,6,49,22,15,14,1
22,12,8,3,4,10,7,1,1,22,12,8,3,4,10,22,12,8,3,1
55,20,15,6,3,7,9,2,1,55,20,15,6,3,7,55,20,15,6,1
4,2,0,5,1,2,1,2,0,4,2,0,5,1,2,4,2,0,5,1
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
57,41,29,26,9,20,25,13,2,57,41,29,26,9,20,57,41,29,26,1
4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,1
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1
19,13,11,6,3,7,2,1,2,19,13,11,6,3,7,19,13,11,6,1
50,50,42,26,9,14,4,8,2,50,50,42,26,9,14,50,50,42,26,1
7,1,0,2,1,0,1,5,2,7,1,0,2,1,0,7,1,0,2,1
64,41,19,23,20,18,16,4,4,64,41,19,23,20,18,64,41,19,23,1
18,12,10,8,2,4,2,1,1,18,12,10,8,2,4,18,12,10,8,1
20,14,11,7,6,1,3,0,0,20,14,11,7,6,1,20,14,11,7,1
22,18,7,8,2,7,7,6,0,22,18,7,8,2,7,22,18,7,8,1
2,2,3,1,0,1,0,0,0,2,2,3,1,0,1,2,2,3,1,1
26,17,15,8,8,10,10,11,3,26,17,15,8,8,10,26,17,15,8,1
118,38,36,32,17,13,15,4,2,118,38,36,32,17,13,118,38,36,32,1
15,7,5,2,0,0,1,2,0,15,7,5,2,0,0,15,7,5,2,1
53,24,20,7,4,3,0,0,0,53,24,20,7,4,3,53,24,20,7,1
42,20,14,14,4,8,15,14,14,42,20,14,14,4,8,42,20,14,14,1
20,15,8,7,1,7,7,8,5,20,15,8,7,1,7,20,15,8,7,1
2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,1
52,46,29,24,19,24,32,15,6,52,46,29,24,19,24,52,46,29,24,1
38,12,9,4,5,4,2,3,4,38,12,9,4,5,4,38,12,9,4,1
51,29,14,22,10,12,9,6,7,51,29,14,22,10,12,51,29,14,22,1
41,25,11,7,4,7,5,6,2,41,25,11,7,4,7,41,25,11,7,1
2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,1
10,8,1,1,1,3,5,6,2,10,8,1,1,1,3,10,8,1,1,1
10,7,2,2,2,0,2,0,0,10,7,2,2,2,0,10,7,2,2,1
3,2,1,1,0,0,0,0,0,3,2,1,1,0,0,3,2,1,1,1
29,23,15,12,16,10,4,1,1,29,23,15,12,16,10,29,23,15,12,1
33,13,2,0,2,2,0,0,0,33,13,2,0,2,2,33,13,2,0,1
24,19,14,7,4,7,4,1,0,24,19,14,7,4,7,24,19,14,7,1
3,2,2,0,0,0,0,0,0,3,2,2,0,0,0,3,2,2,0,1
0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1
34,20,8,2,3,2,3,3,0,34,20,8,2,3,2,34,20,8,2,1
52,35,19,15,14,18,8,7,4,52,35,19,15,14,18,52,35,19,15,1
3,1,1,0,0,0,0,0,0,3,1,1,0,0,0,3,1,1,0,1
22,5,3,2,1,2,0,0,0,22,5,3,2,1,2,22,5,3,2,1
6,2,1,0,0,0,0,0,0,6,2,1,0,0,0,6,2,1,0,1
89,30,9,5,1,1,1,0,0,89,30,9,5,1,1,89,30,9,5,1
17,5,3,1,1,0,0,0,0,17,5,3,1,1,0,17,5,3,1,1
54,23,3,3,0,1,0,0,0,54,23,3,3,0,1,54,23,3,3,1
49,4,1,0,0,0,0,0,0,49,4,1,0,0,0,49,4,1,0,1
92,31,9,3,2,1,1,0,0,92,31,9,3,2,1,92,31,9,3,1
23,16,7,2,1,1,0,0,0,23,16,7,2,1,1,23,16,7,2,1
58,24,18,7,1,1,1,0,0,58,24,18,7,1,1,58,24,18,7,1
61,4,2,3,2,0,1,0,0,61,4,2,3,2,0,61,4,2,3,1
100,26,12,3,5,2,2,0,0,100,26,12,3,5,2,100,26,12,3,1
13,7,0,2,2,0,1,0,0,13,7,0,2,2,0,13,7,0,2,1
82,15,10,4,2,2,2,0,0,82,15,10,4,2,2,82,15,10,4,1
64,13,6,1,0,0,0,0,0,64,13,6,1,0,0,64,13,6,1,1
59,22,12,5,4,0,2,0,0,59,22,12,5,4,0,59,22,12,5,1
34,3,1,1,1,0,0,0,0,34,3,1,1,1,0,34,3,1,1,1
50,14,5,6,1,1,1,0,0,50,14,5,6,1,1,50,14,5,6,1
129,21,4,0,0,0,0,0,0,129,21,4,0,0,0,129,21,4,0,1
65,24,8,3,4,2,0,0,0,65,24,8,3,4,2,65,24,8,3,1
18,5,1,2,0,0,0,0,0,18,5,1,2,0,0,18,5,1,2,1
60,25,6,5,2,2,0,1,0,60,25,6,5,2,2,60,25,6,5,1
36,7,2,2,1,0,0,0,0,36,7,2,2,1,0,36,7,2,2,1
47,27,10,3,4,2,1,1,0,47,27,10,3,4,2,47,27,10,3,1
42,9,3,1,2,0,0,0,0,42,9,3,1,2,0,42,9,3,1,1
96,33,9,7,3,2,3,0,0,96,33,9,7,3,2,96,33,9,7,1
63,12,3,2,0,1,0,1,0,63,12,3,2,0,1,63,12,3,2,1
96,30,9,7,4,2,1,1,0,96,30,9,7,4,2,96,30,9,7,1
17,2,1,0,0,0,0,0,0,17,2,1,0,0,0,17,2,1,0,1
67,35,13,8,1,1,0,0,0,67,35,13,8,1,1,67,35,13,8,1
85,18,6,1,1,1,1,1,0,85,18,6,1,1,1,85,18,6,1,1
93,27,12,11,0,2,1,0,0,93,27,12,11,0,2,93,27,12,11,1
40,14,9,5,2,2,0,0,0,40,14,9,5,2,2,40,14,9,5,1
55,17,17,6,3,3,0,0,0,55,17,17,6,3,3,55,17,17,6,1
37,7,6,1,0,1,0,0,0,37,7,6,1,0,1,37,7,6,1,1
62,12,6,6,1,0,0,0,0,62,12,6,6,1,0,62,12,6,6,1
5,3,1,0,0,0,0,0,0,5,3,1,0,0,0,5,3,1,0,1
32,14,7,0,2,0,0,0,0,32,14,7,0,2,0,32,14,7,0,1
100,19,3,0,1,0,0,0,0,100,19,3,0,1,0,100,19,3,0,1
99,28,11,3,1,0,0,0,1,99,28,11,3,1,0,99,28,11,3,1
14,2,0,0,0,0,0,0,0,14,2,0,0,0,0,14,2,0,0,1
66,14,5,3,3,1,1,0,0,66,14,5,3,3,1,66,14,5,3,1
90,6,0,0,0,0,0,0,0,90,6,0,0,0,0,90,6,0,0,1
89,28,5,3,7,0,0,0,0,89,28,5,3,7,0,89,28,5,3,1
80,6,1,0,0,0,0,0,0,80,6,1,0,0,0,80,6,1,0,1
95,25,10,7,1,3,2,1,2,95,25,10,7,1,3,95,25,10,7,1
60,5,0,0,0,0,0,0,0,60,5,0,0,0,0,60,5,0,0,1
93,31,9,5,4,3,2,0,0,93,31,9,5,4,3,93,31,9,5,1
12,2,2,0,0,0,0,0,0,12,2,2,0,0,0,12,2,2,0,1
65,23,6,2,3,1,0,0,0,65,23,6,2,3,1,65,23,6,2,1
79,8,2,1,0,0,0,0,0,79,8,2,1,0,0,79,8,2,1,1
134,33,12,6,2,0,0,2,0,134,33,12,6,2,0,134,33,12,6,1
68,8,4,0,0,0,0,0,0,68,8,4,0,0,0,68,8,4,0,1
102,21,10,5,3,0,0,0,0,102,21,10,5,3,0,102,21,10,5,1
129,39,9,2,1,0,0,0,0,129,39,9,2,1,0,129,39,9,2,1
111,49,16,11,5,5,0,2,1,111,49,16,11,5,5,111,49,16,11,1
219,58,26,13,3,3,1,0,0,219,58,26,13,3,3,219,58,26,13,1
58,19,11,5,0,1,2,1,0,58,19,11,5,0,1,58,19,11,5,1
104,11,3,0,0,0,0,0,0,104,11,3,0,0,0,104,11,3,0,1
16,7,1,0,0,0,0,0,0,16,7,1,0,0,0,16,7,1,0,1
52,11,10,2,2,0,0,0,0,52,11,10,2,2,0,52,11,10,2,1
46,5,2,0,0,0,0,0,0,46,5,2,0,0,0,46,5,2,0,1
20,8,1,0,0,0,0,0,0,20,8,1,0,0,0,20,8,1,0,1
12,5,1,1,1,0,0,0,0,12,5,1,1,1,0,12,5,1,1,1
47,6,2,4,0,0,1,0,0,47,6,2,4,0,0,47,6,2,4,1
24,4,2,1,0,0,0,0,0,24,4,2,1,0,0,24,4,2,1,1
51,9,3,3,1,0,0,0,0,51,9,3,3,1,0,51,9,3,3,1
32,9,3,1,0,0,0,0,0,32,9,3,1,0,0,32,9,3,1,1
66,11,7,2,0,1,0,0,0,66,11,7,2,0,1,66,11,7,2,1
55,3,1,2,1,0,0,0,0,55,3,1,2,1,0,55,3,1,2,1
45,7,7,3,1,0,0,0,0,45,7,7,3,1,0,45,7,7,3,1
18,4,1,1,0,0,0,0,0,18,4,1,1,0,0,18,4,1,1,1
80,23,9,2,4,0,0,0,0,80,23,9,2,4,0,80,23,9,2,1
12,6,2,0,0,0,0,0,0,12,6,2,0,0,0,12,6,2,0,1
75,28,8,4,4,2,2,1,0,75,28,8,4,4,2,75,28,8,4,1
6,2,0,0,0,0,0,0,0,6,2,0,0,0,0,6,2,0,0,1
74,19,10,2,5,2,0,0,0,74,19,10,2,5,2,74,19,10,2,1
24,3,1,1,0,0,0,0,0,24,3,1,1,0,0,24,3,1,1,1
84,13,5,2,0,1,0,1,1,84,13,5,2,0,1,84,13,5,2,1
20,4,1,0,1,0,0,0,0,20,4,1,0,1,0,20,4,1,0,1
79,37,17,14,7,5,4,0,0,79,37,17,14,7,5,79,37,17,14,1
21,5,3,1,1,1,0,0,0,21,5,3,1,1,1,21,5,3,1,1
82,43,15,5,4,4,1,0,1,82,43,15,5,4,4,82,43,15,5,1
14,3,1,0,0,0,0,0,0,14,3,1,0,0,0,14,3,1,0,1
90,33,10,7,8,0,0,0,0,90,33,10,7,8,0,90,33,10,7,1
10,6,2,2,0,0,0,0,0,10,6,2,2,0,0,10,6,2,2,1
89,32,12,10,4,1,1,1,1,89,32,12,10,4,1,89,32,12,10,1
10,2,0,1,1,0,0,0,0,10,2,0,1,1,0,10,2,0,1,1
81,32,18,5,9,3,1,2,0,81,32,18,5,9,3,81,32,18,5,1
13,4,2,0,0,0,0,0,0,13,4,2,0,0,0,13,4,2,0,1
84,39,21,11,2,2,1,0,0,84,39,21,11,2,2,84,39,21,11,1
25,9,6,1,0,0,0,0,0,25,9,6,1,0,0,25,9,6,1,1
106,42,24,12,4,6,4,0,0,106,42,24,12,4,6,106,42,24,12,1
25,4,4,0,0,0,0,0,0,25,4,4,0,0,0,25,4,4,0,1
71,27,14,3,6,0,1,0,1,71,27,14,3,6,0,71,27,14,3,1
55,14,0,3,1,0,0,0,0,55,14,0,3,1,0,55,14,0,3,1
99,26,22,13,6,1,1,0,0,99,26,22,13,6,1,99,26,22,13,1
17,12,4,0,0,0,0,0,0,17,12,4,0,0,0,17,12,4,0,1
109,32,18,15,8,2,2,0,0,109,32,18,15,8,2,109,32,18,15,1
115,28,7,5,5,4,0,1,0,115,28,7,5,5,4,115,28,7,5,1
64,25,16,9,2,2,1,1,0,64,25,16,9,2,2,64,25,16,9,1
8,1,1,2,1,0,0,0,0,8,1,1,2,1,0,8,1,1,2,1
103,28,11,10,5,2,3,0,0,103,28,11,10,5,2,103,28,11,10,1
11,2,1,1,0,0,0,0,0,11,2,1,1,0,0,11,2,1,1,1
84,21,26,8,8,5,1,0,0,84,21,26,8,8,5,84,21,26,8,1
12,1,0,0,0,0,0,0,0,12,1,0,0,0,0,12,1,0,0,1
98,15,13,2,3,1,1,0,0,98,15,13,2,3,1,98,15,13,2,1
36,4,1,0,0,0,0,0,0,36,4,1,0,0,0,36,4,1,0,1
81,26,19,8,4,2,0,1,0,81,26,19,8,4,2,81,26,19,8,1
53,5,2,0,0,0,0,0,0,53,5,2,0,0,0,53,5,2,0,1
90,15,5,5,3,0,0,1,0,90,15,5,5,3,0,90,15,5,5,1
29,1,0,1,0,0,0,0,0,29,1,0,1,0,0,29,1,0,1,1
78,18,5,4,5,1,0,0,1,78,18,5,4,5,1,78,18,5,4,1
4,4,2,0,0,0,0,0,0,4,4,2,0,0,0,4,4,2,0,1
75,24,4,3,0,1,0,0,0,75,24,4,3,0,1,75,24,4,3,1
2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,1
27,11,10,6,7,11,8,7,3,27,11,10,6,7,11,27,11,10,6,1
0,3,1,1,0,0,0,0,0,0,3,1,1,0,0,0,3,1,1,1
23,17,3,5,6,9,5,7,5,23,17,3,5,6,9,23,17,3,5,1
51,28,15,5,14,9,10,12,4,51,28,15,5,14,9,51,28,15,5,1
20,8,8,8,5,8,10,10,0,20,8,8,8,5,8,20,8,8,8,1
31,10,7,5,2,5,5,0,0,31,10,7,5,2,5,31,10,7,5,1
48,22,11,5,4,5,3,2,3,48,22,11,5,4,5,48,22,11,5,1
31,34,15,15,17,23,12,8,6,31,34,15,15,17,23,31,34,15,15,1
5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,1
11,10,9,7,11,11,4,1,2,11,10,9,7,11,11,11,10,9,7,1
38,27,17,14,10,7,19,8,5,38,27,17,14,10,7,38,27,17,14,1
2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
81,36,26,19,12,6,4,6,2,81,36,26,19,12,6,81,36,26,19,1
66,35,22,30,20,29,28,14,9,66,35,22,30,20,29,66,35,22,30,1
62,18,28,18,15,16,10,6,3,62,18,28,18,15,16,62,18,28,18,1
31,26,15,9,7,9,5,5,1,31,26,15,9,7,9,31,26,15,9,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
103,68,35,26,19,23,36,11,11,103,68,35,26,19,23,103,68,35,26,1
110,76,52,26,26,27,15,15,7,110,76,52,26,26,27,110,76,52,26,1
74,36,16,11,17,22,24,17,16,74,36,16,11,17,22,74,36,16,11,1
10,2,4,3,3,1,2,2,1,10,2,4,3,3,1,10,2,4,3,1
67,27,17,9,12,23,22,14,16,67,27,17,9,12,23,67,27,17,9,1
8,5,3,1,3,4,3,1,2,8,5,3,1,3,4,8,5,3,1,1
59,34,10,14,16,21,22,12,12,59,34,10,14,16,21,59,34,10,14,1
7,6,3,2,5,5,2,1,2,7,6,3,2,5,5,7,6,3,2,1
38,19,26,17,18,19,15,5,3,38,19,26,17,18,19,38,19,26,17,1
2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,1
101,37,30,17,18,25,31,21,3,101,37,30,17,18,25,101,37,30,17,1
6,7,4,3,0,2,1,0,0,6,7,4,3,0,2,6,7,4,3,1
15,12,9,3,8,8,6,3,1,15,12,9,3,8,8,15,12,9,3,1
9,13,8,3,7,4,2,1,0,9,13,8,3,7,4,9,13,8,3,1
57,36,24,16,16,10,16,11,3,57,36,24,16,16,10,57,36,24,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,16,4,5,2,6,10,5,3,24,16,4,5,2,6,24,16,4,5,1
3,0,1,1,0,0,0,0,0,3,0,1,1,0,0,3,0,1,1,1
29,11,5,6,2,2,4,1,2,29,11,5,6,2,2,29,11,5,6,1
19,7,3,1,1,1,2,0,1,19,7,3,1,1,1,19,7,3,1,1
2,1,2,0,2,1,0,0,0,2,1,2,0,2,1,2,1,2,0,1
40,18,17,11,8,10,5,2,0,40,18,17,11,8,10,40,18,17,11,1
61,50,32,21,19,31,24,22,9,61,50,32,21,19,31,61,50,32,21,1
25,13,9,9,10,12,8,9,2,25,13,9,9,10,12,25,13,9,9,1
20,2,3,3,1,0,1,2,1,20,2,3,3,1,0,20,2,3,3,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
19,9,9,2,1,3,1,0,0,19,9,9,2,1,3,19,9,9,2,1
20,14,8,4,9,16,4,0,1,20,14,8,4,9,16,20,14,8,4,1
32,17,13,7,5,18,19,7,6,32,17,13,7,5,18,32,17,13,7,1
0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,1
34,12,11,9,3,4,2,2,0,34,12,11,9,3,4,34,12,11,9,1
4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,1
12,5,3,3,1,1,0,0,0,12,5,3,3,1,1,12,5,3,3,1
209,92,51,44,32,25,23,7,4,209,92,51,44,32,25,209,92,51,44,1
45,28,19,17,13,18,20,13,8,45,28,19,17,13,18,45,28,19,17,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
71,34,19,20,13,18,19,16,14,71,34,19,20,13,18,71,34,19,20,1
32,24,13,17,46,31,13,13,8,32,24,13,17,46,31,32,24,13,17,1
