f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,label
966,17,9,10,2,2,1,2,1,0,966,17,9,10,2,2,1,966,17,9,10,2,1
987,4,4,4,3,3,0,0,0,0,987,4,4,4,3,3,0,987,4,4,4,3,0
866,53,45,25,23,17,8,0,1,0,866,53,45,25,23,17,8,866,53,45,25,23,1
924,27,18,14,10,10,8,4,8,1,924,27,18,14,10,10,8,924,27,18,14,10,1
644,118,82,71,51,45,30,38,13,10,644,118,82,71,51,45,30,644,118,82,71,51,1
1006,1,0,1,0,0,0,0,0,0,1006,1,0,1,0,0,0,1006,1,0,1,0,0
895,43,32,25,12,9,11,7,1,1,895,43,32,25,12,9,11,895,43,32,25,12,1
905,46,44,14,13,6,4,6,0,1,905,46,44,14,13,6,4,905,46,44,14,13,1
857,74,39,22,23,13,11,11,2,5,857,74,39,22,23,13,11,857,74,39,22,23,1
1005,3,0,0,0,0,0,0,0,0,1005,3,0,0,0,0,0,1005,3,0,0,0,0
942,35,16,13,6,2,3,2,1,0,942,35,16,13,6,2,3,942,35,16,13,6,1
912,83,28,21,14,10,6,2,4,1,912,83,28,21,14,10,6,912,83,28,21,14,1
961,37,17,8,4,3,0,1,2,0,961,37,17,8,4,3,0,961,37,17,8,4,1
1009,0,2,0,0,0,0,0,0,0,1009,0,2,0,0,0,0,1009,0,2,0,0,0
944,19,24,7,7,3,4,8,6,1,944,19,24,7,7,3,4,944,19,24,7,7,1
1002,2,1,1,0,0,0,0,0,0,1002,2,1,1,0,0,0,1002,2,1,1,0,0
734,88,71,52,33,31,29,16,1,0,734,88,71,52,33,31,29,734,88,71,52,33,1
1008,3,3,0,0,0,0,0,0,0,1008,3,3,0,0,0,0,1008,3,3,0,0,0
919,28,10,18,5,10,13,9,1,3,919,28,10,18,5,10,13,919,28,10,18,5,1
895,40,17,8,12,12,21,11,16,5,895,40,17,8,12,12,21,895,40,17,8,12,1
917,11,15,14,8,5,7,19,9,2,917,11,15,14,8,5,7,917,11,15,14,8,1
832,83,40,31,21,13,13,9,6,6,832,83,40,31,21,13,13,832,83,40,31,21,1
1015,2,3,1,0,1,1,0,0,0,1015,2,3,1,0,1,1,1015,2,3,1,0,0
832,63,47,33,26,13,12,11,7,3,832,63,47,33,26,13,12,832,63,47,33,26,1
982,11,4,5,6,0,1,5,8,4,982,11,4,5,6,0,1,982,11,4,5,6,1
993,10,3,3,0,3,0,0,1,0,993,10,3,3,0,3,0,993,10,3,3,0,1
1016,4,2,1,0,0,0,0,0,0,1016,4,2,1,0,0,0,1016,4,2,1,0,0
924,20,17,12,7,7,7,16,6,3,924,20,17,12,7,7,7,924,20,17,12,7,1
987,23,8,7,5,3,3,2,5,1,987,23,8,7,5,3,3,987,23,8,7,5,1
924,29,22,14,11,10,11,3,2,1,924,29,22,14,11,10,11,924,29,22,14,11,1
1014,4,0,0,0,0,0,0,0,0,1014,4,0,0,0,0,0,1014,4,0,0,0,0
961,28,13,7,3,1,2,2,2,0,961,28,13,7,3,1,2,961,28,13,7,3,1
1014,2,2,0,0,0,0,0,0,0,1014,2,2,0,0,0,0,1014,2,2,0,0,0
943,22,7,8,6,9,8,3,3,0,943,22,7,8,6,9,8,943,22,7,8,6,1
1018,7,2,2,0,0,0,0,0,0,1018,7,2,2,0,0,0,1018,7,2,2,0,1
699,89,70,57,41,26,27,8,3,2,699,89,70,57,41,26,27,699,89,70,57,41,1
921,49,22,15,14,7,6,7,3,1,921,49,22,15,14,7,6,921,49,22,15,14,1
953,22,12,8,3,4,10,7,1,1,953,22,12,8,3,4,10,953,22,12,8,3,1
938,55,20,15,6,3,7,9,2,1,938,55,20,15,6,3,7,938,55,20,15,6,1
990,4,2,0,5,1,2,1,2,0,990,4,2,0,5,1,2,990,4,2,0,5,0
1008,1,1,0,0,0,0,0,0,0,1008,1,1,0,0,0,0,1008,1,1,0,0,0
793,57,41,29,26,9,20,25,13,2,793,57,41,29,26,9,20,793,57,41,29,26,1
1017,4,3,0,0,0,0,0,0,0,1017,4,3,0,0,0,0,1017,4,3,0,0,0
1005,2,0,0,0,0,0,0,0,0,1005,2,0,0,0,0,0,1005,2,0,0,0,0
970,19,13,11,6,3,7,2,1,2,970,19,13,11,6,3,7,970,19,13,11,6,1
829,50,50,42,26,9,14,4,8,2,829,50,50,42,26,9,14,829,50,50,42,26,1
991,7,1,0,2,1,0,1,5,2,991,7,1,0,2,1,0,991,7,1,0,2,1
831,64,41,19,23,20,18,16,4,4,831,64,41,19,23,20,18,831,64,41,19,23,1
977,18,12,10,8,2,4,2,1,1,977,18,12,10,8,2,4,977,18,12,10,8,1
952,20,14,11,7,6,1,3,0,0,952,20,14,11,7,6,1,952,20,14,11,7,1
954,22,18,7,8,2,7,7,6,0,954,22,18,7,8,2,7,954,22,18,7,8,1
1006,2,2,3,1,0,1,0,0,0,1006,2,2,3,1,0,1,1006,2,2,3,1,0
923,26,17,15,8,8,10,10,11,3,923,26,17,15,8,8,10,923,26,17,15,8,1
796,118,38,36,32,17,13,15,4,2,796,118,38,36,32,17,13,796,118,38,36,32,1
1000,15,7,5,2,0,0,1,2,0,1000,15,7,5,2,0,0,1000,15,7,5,2,1
917,53,24,20,7,4,3,0,0,0,917,53,24,20,7,4,3,917,53,24,20,7,1
886,42,20,14,14,4,8,15,14,14,886,42,20,14,14,4,8,886,42,20,14,14,1
937,20,15,8,7,1,7,7,8,5,937,20,15,8,7,1,7,937,20,15,8,7,1
1013,2,2,0,0,0,0,0,0,0,1013,2,2,0,0,0,0,1013,2,2,0,0,0
785,52,46,29,24,19,24,32,15,6,785,52,46,29,24,19,24,785,52,46,29,24,1
939,38,12,9,4,5,4,2,3,4,939,38,12,9,4,5,4,939,38,12,9,4,1
859,51,29,14,22,10,12,9,6,7,859,51,29,14,22,10,12,859,51,29,14,22,1
939,41,25,11,7,4,7,5,6,2,939,41,25,11,7,4,7,939,41,25,11,7,1
1005,2,1,1,0,0,0,0,0,0,1005,2,1,1,0,0,0,1005,2,1,1,0,0
990,10,8,1,1,1,3,5,6,2,990,10,8,1,1,1,3,990,10,8,1,1,1
983,10,7,2,2,2,0,2,0,0,983,10,7,2,2,2,0,983,10,7,2,2,1
1012,3,2,1,1,0,0,0,0,0,1012,3,2,1,1,0,0,1012,3,2,1,1,0
916,29,23,15,12,16,10,4,1,1,916,29,23,15,12,16,10,916,29,23,15,12,1
976,33,13,2,0,2,2,0,0,0,976,33,13,2,0,2,2,976,33,13,2,0,1
950,24,19,14,7,4,7,4,1,0,950,24,19,14,7,4,7,950,24,19,14,7,1
1009,3,2,2,0,0,0,0,0,0,1009,3,2,2,0,0,0,1009,3,2,2,0,0
1010,0,1,1,0,0,0,0,1,1,1010,0,1,1,0,0,0,1010,0,1,1,0,0
965,34,20,8,2,3,2,3,3,0,965,34,20,8,2,3,2,965,34,20,8,2,1
864,52,35,19,15,14,18,8,7,4,864,52,35,19,15,14,18,864,52,35,19,15,1
1015,3,1,1,0,0,0,0,0,0,1015,3,1,1,0,0,0,1015,3,1,1,0,0
975,22,5,3,2,1,2,0,0,0,975,22,5,3,2,1,2,975,22,5,3,2,1
1014,6,2,1,0,0,0,0,0,0,1014,6,2,1,0,0,0,1014,6,2,1,0,1
976,89,30,9,5,1,1,1,0,0,976,89,30,9,5,1,1,976,89,30,9,5,1
1030,17,5,3,1,1,0,0,0,0,1030,17,5,3,1,1,0,1030,17,5,3,1,1
1010,54,23,3,3,0,1,0,0,0,1010,54,23,3,3,0,1,1010,54,23,3,3,1
998,49,4,1,0,0,0,0,0,0,998,49,4,1,0,0,0,998,49,4,1,0,1
993,92,31,9,3,2,1,1,0,0,993,92,31,9,3,2,1,993,92,31,9,3,1
1011,23,16,7,2,1,1,0,0,0,1011,23,16,7,2,1,1,1011,23,16,7,2,1
999,58,24,18,7,1,1,1,0,0,999,58,24,18,7,1,1,999,58,24,18,7,1
1002,61,4,2,3,2,0,1,0,0,1002,61,4,2,3,2,0,1002,61,4,2,3,1
974,100,26,12,3,5,2,2,0,0,974,100,26,12,3,5,2,974,100,26,12,3,1
1029,13,7,0,2,2,0,1,0,0,1029,13,7,0,2,2,0,1029,13,7,0,2,1
999,82,15,10,4,2,2,2,0,0,999,82,15,10,4,2,2,999,82,15,10,4,1
979,64,13,6,1,0,0,0,0,0,979,64,13,6,1,0,0,979,64,13,6,1,1
1011,59,22,12,5,4,0,2,0,0,1011,59,22,12,5,4,0,1011,59,22,12,5,1
1020,34,3,1,1,1,0,0,0,0,1020,34,3,1,1,1,0,1020,34,3,1,1,1
1005,50,14,5,6,1,1,1,0,0,1005,50,14,5,6,1,1,1005,50,14,5,6,1
936,129,21,4,0,0,0,0,0,0,936,129,21,4,0,0,0,936,129,21,4,0,1
996,65,24,8,3,4,2,0,0,0,996,65,24,8,3,4,2,996,65,24,8,3,1
1036,18,5,1,2,0,0,0,0,0,1036,18,5,1,2,0,0,1036,18,5,1,2,1
1016,60,25,6,5,2,2,0,1,0,1016,60,25,6,5,2,2,1016,60,25,6,5,1
1010,36,7,2,2,1,0,0,0,0,1010,36,7,2,2,1,0,1010,36,7,2,2,1
1007,47,27,10,3,4,2,1,1,0,1007,47,27,10,3,4,2,1007,47,27,10,3,1
992,42,9,3,1,2,0,0,0,0,992,42,9,3,1,2,0,992,42,9,3,1,1
966,96,33,9,7,3,2,3,0,0,966,96,33,9,7,3,2,966,96,33,9,7,1
1006,63,12,3,2,0,1,0,1,0,1006,63,12,3,2,0,1,1006,63,12,3,2,1
963,96,30,9,7,4,2,1,1,0,963,96,30,9,7,4,2,963,96,30,9,7,1
1029,17,2,1,0,0,0,0,0,0,1029,17,2,1,0,0,0,1029,17,2,1,0,1
993,67,35,13,8,1,1,0,0,0,993,67,35,13,8,1,1,993,67,35,13,8,1
966,85,18,6,1,1,1,1,1,0,966,85,18,6,1,1,1,966,85,18,6,1,1
965,93,27,12,11,0,2,1,0,0,965,93,27,12,11,0,2,965,93,27,12,11,1
1004,40,14,9,5,2,2,0,0,0,1004,40,14,9,5,2,2,1004,40,14,9,5,1
1001,55,17,17,6,3,3,0,0,0,1001,55,17,17,6,3,3,1001,55,17,17,6,1
1003,37,7,6,1,0,1,0,0,0,1003,37,7,6,1,0,1,1003,37,7,6,1,1
998,62,12,6,6,1,0,0,0,0,998,62,12,6,6,1,0,998,62,12,6,6,1
1037,5,3,1,0,0,0,0,0,0,1037,5,3,1,0,0,0,1037,5,3,1,0,0
1033,32,14,7,0,2,0,0,0,0,1033,32,14,7,0,2,0,1033,32,14,7,0,1
939,100,19,3,0,1,0,0,0,0,939,100,19,3,0,1,0,939,100,19,3,0,1
955,99,28,11,3,1,0,0,0,1,955,99,28,11,3,1,0,955,99,28,11,3,1
1026,14,2,0,0,0,0,0,0,0,1026,14,2,0,0,0,0,1026,14,2,0,0,1
1017,66,14,5,3,3,1,1,0,0,1017,66,14,5,3,3,1,1017,66,14,5,3,1
962,90,6,0,0,0,0,0,0,0,962,90,6,0,0,0,0,962,90,6,0,0,1
963,89,28,5,3,7,0,0,0,0,963,89,28,5,3,7,0,963,89,28,5,3,1
969,80,6,1,0,0,0,0,0,0,969,80,6,1,0,0,0,969,80,6,1,0,1
959,95,25,10,7,1,3,2,1,2,959,95,25,10,7,1,3,959,95,25,10,7,1
998,60,5,0,0,0,0,0,0,0,998,60,5,0,0,0,0,998,60,5,0,0,1
971,93,31,9,5,4,3,2,0,0,971,93,31,9,5,4,3,971,93,31,9,5,1
1032,12,2,2,0,0,0,0,0,0,1032,12,2,2,0,0,0,1032,12,2,2,0,1
1005,65,23,6,2,3,1,0,0,0,1005,65,23,6,2,3,1,1005,65,23,6,2,1
967,79,8,2,1,0,0,0,0,0,967,79,8,2,1,0,0,967,79,8,2,1,1
915,134,33,12,6,2,0,0,2,0,915,134,33,12,6,2,0,915,134,33,12,6,1
991,68,8,4,0,0,0,0,0,0,991,68,8,4,0,0,0,991,68,8,4,0,1
977,102,21,10,5,3,0,0,0,0,977,102,21,10,5,3,0,977,102,21,10,5,1
905,129,39,9,2,1,0,0,0,0,905,129,39,9,2,1,0,905,129,39,9,2,1
908,111,49,16,11,5,5,0,2,1,908,111,49,16,11,5,5,908,111,49,16,11,1
786,219,58,26,13,3,3,1,0,0,786,219,58,26,13,3,3,786,219,58,26,13,1
997,58,19,11,5,0,1,2,1,0,997,58,19,11,5,0,1,997,58,19,11,5,1
950,104,11,3,0,0,0,0,0,0,950,104,11,3,0,0,0,950,104,11,3,0,1
1029,16,7,1,0,0,0,0,0,0,1029,16,7,1,0,0,0,1029,16,7,1,0,1
1013,52,11,10,2,2,0,0,0,0,1013,52,11,10,2,2,0,1013,52,11,10,2,1
999,46,5,2,0,0,0,0,0,0,999,46,5,2,0,0,0,999,46,5,2,0,1
1015,20,8,1,0,0,0,0,0,0,1015,20,8,1,0,0,0,1015,20,8,1,0,1
1026,12,5,1,1,1,0,0,0,0,1026,12,5,1,1,1,0,1026,12,5,1,1,1
1015,47,6,2,4,0,0,1,0,0,1015,47,6,2,4,0,0,1015,47,6,2,4,1
1026,24,4,2,1,0,0,0,0,0,1026,24,4,2,1,0,0,1026,24,4,2,1,1
1008,51,9,3,3,1,0,0,0,0,1008,51,9,3,3,1,0,1008,51,9,3,3,1
1017,32,9,3,1,0,0,0,0,0,1017,32,9,3,1,0,0,1017,32,9,3,1,1
1029,66,11,7,2,0,1,0,0,0,1029,66,11,7,2,0,1,1029,66,11,7,2,1
1002,55,3,1,2,1,0,0,0,0,1002,55,3,1,2,1,0,1002,55,3,1,2,1
1007,45,7,7,3,1,0,0,0,0,1007,45,7,7,3,1,0,1007,45,7,7,3,1
1029,18,4,1,1,0,0,0,0,0,1029,18,4,1,1,0,0,1029,18,4,1,1,1
1020,80,23,9,2,4,0,0,0,0,1020,80,23,9,2,4,0,1020,80,23,9,2,1
1037,12,6,2,0,0,0,0,0,0,1037,12,6,2,0,0,0,1037,12,6,2,0,1
987,75,28,8,4,4,2,2,1,0,987,75,28,8,4,4,2,987,75,28,8,4,1
1037,6,2,0,0,0,0,0,0,0,1037,6,2,0,0,0,0,1037,6,2,0,0,1
987,74,19,10,2,5,2,0,0,0,987,74,19,10,2,5,2,987,74,19,10,2,1
1032,24,3,1,1,0,0,0,0,0,1032,24,3,1,1,0,0,1032,24,3,1,1,1
998,84,13,5,2,0,1,0,1,1,998,84,13,5,2,0,1,998,84,13,5,2,1
1047,20,4,1,0,1,0,0,0,0,1047,20,4,1,0,1,0,1047,20,4,1,0,1
972,79,37,17,14,7,5,4,0,0,972,79,37,17,14,7,5,972,79,37,17,14,1
1025,21,5,3,1,1,1,0,0,0,1025,21,5,3,1,1,1,1025,21,5,3,1,1
979,82,43,15,5,4,4,1,0,1,979,82,43,15,5,4,4,979,82,43,15,5,1
1024,14,3,1,0,0,0,0,0,0,1024,14,3,1,0,0,0,1024,14,3,1,0,1
960,90,33,10,7,8,0,0,0,0,960,90,33,10,7,8,0,960,90,33,10,7,1
1025,10,6,2,2,0,0,0,0,0,1025,10,6,2,2,0,0,1025,10,6,2,2,1
960,89,32,12,10,4,1,1,1,1,960,89,32,12,10,4,1,960,89,32,12,10,1
1037,10,2,0,1,1,0,0,0,0,1037,10,2,0,1,1,0,1037,10,2,0,1,1
961,81,32,18,5,9,3,1,2,0,961,81,32,18,5,9,3,961,81,32,18,5,1
1035,13,4,2,0,0,0,0,0,0,1035,13,4,2,0,0,0,1035,13,4,2,0,1
968,84,39,21,11,2,2,1,0,0,968,84,39,21,11,2,2,968,84,39,21,11,1
1006,25,9,6,1,0,0,0,0,0,1006,25,9,6,1,0,0,1006,25,9,6,1,1
947,106,42,24,12,4,6,4,0,0,947,106,42,24,12,4,6,947,106,42,24,12,1
1017,25,4,4,0,0,0,0,0,0,1017,25,4,4,0,0,0,1017,25,4,4,0,1
969,71,27,14,3,6,0,1,0,1,969,71,27,14,3,6,0,969,71,27,14,3,1
1040,55,14,0,3,1,0,0,0,0,1040,55,14,0,3,1,0,1040,55,14,0,3,1
941,99,26,22,13,6,1,1,0,0,941,99,26,22,13,6,1,941,99,26,22,13,1
1022,17,12,4,0,0,0,0,0,0,1022,17,12,4,0,0,0,1022,17,12,4,0,1
952,109,32,18,15,8,2,2,0,0,952,109,32,18,15,8,2,952,109,32,18,15,1
981,115,28,7,5,5,4,0,1,0,981,115,28,7,5,5,4,981,115,28,7,5,1
981,64,25,16,9,2,2,1,1,0,981,64,25,16,9,2,2,981,64,25,16,9,1
1035,8,1,1,2,1,0,0,0,0,1035,8,1,1,2,1,0,1035,8,1,1,2,1
972,103,28,11,10,5,2,3,0,0,972,103,28,11,10,5,2,972,103,28,11,10,1
1040,11,2,1,1,0,0,0,0,0,1040,11,2,1,1,0,0,1040,11,2,1,1,1
961,84,21,26,8,8,5,1,0,0,961,84,21,26,8,8,5,961,84,21,26,8,1
1038,12,1,0,0,0,0,0,0,0,1038,12,1,0,0,0,0,1038,12,1,0,0,1
961,98,15,13,2,3,1,1,0,0,961,98,15,13,2,3,1,961,98,15,13,2,1
1010,36,4,1,0,0,0,0,0,0,1010,36,4,1,0,0,0,1010,36,4,1,0,1
952,81,26,19,8,4,2,0,1,0,952,81,26,19,8,4,2,952,81,26,19,8,1
985,53,5,2,0,0,0,0,0,0,985,53,5,2,0,0,0,985,53,5,2,0,1
984,90,15,5,5,3,0,0,1,0,984,90,15,5,5,3,0,984,90,15,5,5,1
1023,29,1,0,1,0,0,0,0,0,1023,29,1,0,1,0,0,1023,29,1,0,1,1
978,78,18,5,4,5,1,0,0,1,978,78,18,5,4,5,1,978,78,18,5,4,1
1028,4,4,2,0,0,0,0,0,0,1028,4,4,2,0,0,0,1028,4,4,2,0,0
975,75,24,4,3,0,1,0,0,0,975,75,24,4,3,0,1,975,75,24,4,3,1
1009,2,1,0,0,0,0,0,0,0,1009,2,1,0,0,0,0,1009,2,1,0,0,0
951,27,11,10,6,7,11,8,7,3,951,27,11,10,6,7,11,951,27,11,10,6,1
1003,0,3,1,1,0,0,0,0,0,1003,0,3,1,1,0,0,1003,0,3,1,1,0
951,23,17,3,5,6,9,5,7,5,951,23,17,3,5,6,9,951,23,17,3,5,1
871,51,28,15,5,14,9,10,12,4,871,51,28,15,5,14,9,871,51,28,15,5,1
942,20,8,8,8,5,8,10,10,0,942,20,8,8,8,5,8,942,20,8,8,8,1
953,31,10,7,5,2,5,5,0,0,953,31,10,7,5,2,5,953,31,10,7,5,1
928,48,22,11,5,4,5,3,2,3,928,48,22,11,5,4,5,928,48,22,11,5,1
855,31,34,15,15,17,23,12,8,6,855,31,34,15,15,17,23,855,31,34,15,15,1
1017,5,0,0,0,0,0,0,0,0,1017,5,0,0,0,0,0,1017,5,0,0,0,0
950,11,10,9,7,11,11,4,1,2,950,11,10,9,7,11,11,950,11,10,9,7,1
899,38,27,17,14,10,7,19,8,5,899,38,27,17,14,10,7,899,38,27,17,14,1
1004,2,1,0,0,0,0,0,0,0,1004,2,1,0,0,0,0,1004,2,1,0,0,0
1015,0,1,0,0,0,0,0,0,0,1015,0,1,0,0,0,0,1015,0,1,0,0,0
914,81,36,26,19,12,6,4,6,2,914,81,36,26,19,12,6,914,81,36,26,19,1
787,66,35,22,30,20,29,28,14,9,787,66,35,22,30,20,29,787,66,35,22,30,1
850,62,18,28,18,15,16,10,6,3,850,62,18,28,18,15,16,850,62,18,28,18,1
935,31,26,15,9,7,9,5,5,1,935,31,26,15,9,7,9,935,31,26,15,9,1
1006,1,0,0,0,0,0,0,0,0,1006,1,0,0,0,0,0,1006,1,0,0,0,0
745,103,68,35,26,19,23,36,11,11,745,103,68,35,26,19,23,745,103,68,35,26,1
720,110,76,52,26,26,27,15,15,7,720,110,76,52,26,26,27,720,110,76,52,26,1
842,74,36,16,11,17,22,24,17,16,842,74,36,16,11,17,22,842,74,36,16,11,1
990,10,2,4,3,3,1,2,2,1,990,10,2,4,3,3,1,990,10,2,4,3,1
839,67,27,17,9,12,23,22,14,16,839,67,27,17,9,12,23,839,67,27,17,9,1
977,8,5,3,1,3,4,3,1,2,977,8,5,3,1,3,4,977,8,5,3,1,1
857,59,34,10,14,16,21,22,12,12,857,59,34,10,14,16,21,857,59,34,10,14,1
985,7,6,3,2,5,5,2,1,2,985,7,6,3,2,5,5,985,7,6,3,2,1
874,38,19,26,17,18,19,15,5,3,874,38,19,26,17,18,19,874,38,19,26,17,1
1009,2,1,0,0,0,0,0,0,0,1009,2,1,0,0,0,0,1009,2,1,0,0,0
782,101,37,30,17,18,25,31,21,3,782,101,37,30,17,18,25,782,101,37,30,17,1
989,6,7,4,3,0,2,1,0,0,989,6,7,4,3,0,2,989,6,7,4,3,1
960,15,12,9,3,8,8,6,3,1,960,15,12,9,3,8,8,960,15,12,9,3,1
970,9,13,8,3,7,4,2,1,0,970,9,13,8,3,7,4,970,9,13,8,3,1
855,57,36,24,16,16,10,16,11,3,855,57,36,24,16,16,10,855,57,36,24,16,1
1007,0,0,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,1007,0,0,0,0,0
950,24,16,4,5,2,6,10,5,3,950,24,16,4,5,2,6,950,24,16,4,5,1
1008,3,0,1,1,0,0,0,0,0,1008,3,0,1,1,0,0,1008,3,0,1,1,0
967,29,11,5,6,2,2,4,1,2,967,29,11,5,6,2,2,967,29,11,5,6,1
987,19,7,3,1,1,1,2,0,1,987,19,7,3,1,1,1,987,19,7,3,1,1
1012,2,1,2,0,2,1,0,0,0,1012,2,1,2,0,2,1,1012,2,1,2,0,0
922,40,18,17,11,8,10,5,2,0,922,40,18,17,11,8,10,922,40,18,17,11,1
779,61,50,32,21,19,31,24,22,9,779,61,50,32,21,19,31,779,61,50,32,21,1
924,25,13,9,9,10,12,8,9,2,924,25,13,9,9,10,12,924,25,13,9,9,1
986,20,2,3,3,1,0,1,2,1,986,20,2,3,3,1,0,986,20,2,3,3,1
1005,1,0,0,0,0,0,0,0,0,1005,1,0,0,0,0,0,1005,1,0,0,0,0
975,19,9,9,2,1,3,1,0,0,975,19,9,9,2,1,3,975,19,9,9,2,1
945,20,14,8,4,9,16,4,0,1,945,20,14,8,4,9,16,945,20,14,8,4,1
907,32,17,13,7,5,18,19,7,6,907,32,17,13,7,5,18,907,32,17,13,7,1
1007,0,2,0,1,0,0,0,0,0,1007,0,2,0,1,0,0,1007,0,2,0,1,0
947,34,12,11,9,3,4,2,2,0,947,34,12,11,9,3,4,947,34,12,11,9,1
1006,4,0,0,0,0,0,0,0,0,1006,4,0,0,0,0,0,1006,4,0,0,0,0
1002,12,5,3,3,1,1,0,0,0,1002,12,5,3,3,1,1,1002,12,5,3,3,1
640,209,92,51,44,32,25,23,7,4,640,209,92,51,44,32,25,640,209,92,51,44,1
870,45,28,19,17,13,18,20,13,8,870,45,28,19,17,13,18,870,45,28,19,17,1
1005,0,1,0,0,0,0,0,0,0,1005,0,1,0,0,0,0,1005,0,1,0,0,0
813,71,34,19,20,13,18,19,16,14,813,71,34,19,20,13,18,813,71,34,19,20,1
808,32,24,13,17,46,31,13,13,8,808,32,24,13,17,46,31,808,32,24,13,17,1
956,19,9,13,7,2,5,2,0,0,956,19,9,13,7,2,5,956,19,9,13,7,1
830,52,38,26,16,11,30,23,19,8,830,52,38,26,16,11,30,830,52,38,26,16,1
865,44,26,13,18,18,18,15,13,7,865,44,26,13,18,18,18,865,44,26,13,18,1
799,49,39,22,20,22,31,25,14,9,799,49,39,22,20,22,31,799,49,39,22,20,1
788,86,47,24,17,22,18,25,19,11,788,86,47,24,17,22,18,788,86,47,24,17,1
981,12,4,3,1,5,1,2,0,0,981,12,4,3,1,5,1,981,12,4,3,1,1
963,20,17,2,10,3,2,3,4,4,963,20,17,2,10,3,2,963,20,17,2,10,1
964,18,10,2,6,6,7,6,3,2,964,18,10,2,6,6,7,964,18,10,2,6,1
931,34,10,9,11,10,9,7,3,1,931,34,10,9,11,10,9,931,34,10,9,11,1
962,11,10,5,4,4,7,4,4,3,962,11,10,5,4,4,7,962,11,10,5,4,1
928,30,16,9,10,16,11,6,2,5,928,30,16,9,10,16,11,928,30,16,9,10,1
1008,0,0,0,1,0,0,0,0,0,1008,0,0,0,1,0,0,1008,0,0,0,1,0
951,24,8,3,4,6,5,2,5,6,951,24,8,3,4,6,5,951,24,8,3,4,1
965,13,6,10,5,2,4,2,0,2,965,13,6,10,5,2,4,965,13,6,10,5,1
1017,6,2,3,0,0,0,0,0,0,1017,6,2,3,0,0,0,1017,6,2,3,0,1
758,97,52,31,24,29,29,20,16,5,758,97,52,31,24,29,29,758,97,52,31,24,1
1010,2,0,1,0,0,0,0,0,0,1010,2,0,1,0,0,0,1010,2,0,1,0,0
989,2,6,7,5,0,2,1,1,1,989,2,6,7,5,0,2,989,2,6,7,5,0
946,22,14,6,3,4,19,7,7,8,946,22,14,6,3,4,19,946,22,14,6,3,1
784,40,30,25,22,28,41,29,13,4,784,40,30,25,22,28,41,784,40,30,25,22,1
857,44,28,23,24,21,16,15,4,4,857,44,28,23,24,21,16,857,44,28,23,24,1
1005,1,0,1,0,1,0,0,0,0,1005,1,0,1,0,1,0,1005,1,0,1,0,0
1013,3,0,1,0,0,0,0,0,0,1013,3,0,1,0,0,0,1013,3,0,1,0,0
840,53,38,38,16,13,10,6,6,0,840,53,38,38,16,13,10,840,53,38,38,16,1
942,38,17,14,2,7,9,8,5,4,942,38,17,14,2,7,9,942,38,17,14,2,1
975,23,6,8,4,3,6,1,1,1,975,23,6,8,4,3,6,975,23,6,8,4,1
981,9,7,9,8,3,3,4,1,2,981,9,7,9,8,3,3,981,9,7,9,8,1
1001,4,0,0,0,0,0,0,0,0,1001,4,0,0,0,0,0,1001,4,0,0,0,0
984,16,7,4,4,3,4,2,3,5,984,16,7,4,4,3,4,984,16,7,4,4,1
1004,3,1,2,0,1,0,0,0,0,1004,3,1,2,0,1,0,1004,3,1,2,0,0
1005,7,0,2,1,1,0,0,0,0,1005,7,0,2,1,1,0,1005,7,0,2,1,1
879,36,20,24,12,22,15,13,8,9,879,36,20,24,12,22,15,879,36,20,24,12,1
944,37,12,2,6,6,4,3,6,4,944,37,12,2,6,6,4,944,37,12,2,6,1
945,19,9,11,12,5,6,4,0,0,945,19,9,11,12,5,6,945,19,9,11,12,1
1012,1,0,1,0,0,0,0,0,0,1012,1,0,1,0,0,0,1012,1,0,1,0,0
997,13,0,1,0,0,0,0,0,0,997,13,0,1,0,0,0,997,13,0,1,0,1
1010,3,0,0,1,0,1,0,0,0,1010,3,0,0,1,0,1,1010,3,0,0,1,0
963,20,10,3,6,3,3,4,3,2,963,20,10,3,6,3,3,963,20,10,3,6,1
983,22,5,4,4,3,6,4,5,3,983,22,5,4,4,3,6,983,22,5,4,4,1
946,26,14,13,6,9,4,1,3,0,946,26,14,13,6,9,4,946,26,14,13,6,1
884,84,19,20,15,12,6,4,8,1,884,84,19,20,15,12,6,884,84,19,20,15,1
985,7,6,2,2,0,1,0,0,0,985,7,6,2,2,0,1,985,7,6,2,2,1
1012,2,0,0,0,0,0,0,0,0,1012,2,0,0,0,0,0,1012,2,0,0,0,0
734,110,71,52,22,36,19,12,14,5,734,110,71,52,22,36,19,734,110,71,52,22,1
918,48,21,15,11,8,7,6,4,3,918,48,21,15,11,8,7,918,48,21,15,11,1
1004,1,1,0,0,0,0,0,0,0,1004,1,1,0,0,0,0,1004,1,1,0,0,0
1004,10,4,6,2,0,0,1,0,0,1004,10,4,6,2,0,0,1004,10,4,6,2,1
931,41,28,12,2,2,0,1,0,0,931,41,28,12,2,2,0,931,41,28,12,2,1
975,13,18,3,1,7,0,2,5,2,975,13,18,3,1,7,0,975,13,18,3,1,1
969,19,6,4,6,5,2,2,2,0,969,19,6,4,6,5,2,969,19,6,4,6,1
